RegionNombre,Semana,Atenciones_Urg
Región de Arica Parinacota,2021-08-10,686
Región de Arica Parinacota,2021-08-17,693
Región de Arica Parinacota,2021-08-24,726
Región de Arica Parinacota,2021-08-31,689
Región de Arica Parinacota,2021-09-07,680
Región de Arica Parinacota,2021-09-14,647
Región de Arica Parinacota,2021-09-21,837
Región de Arica Parinacota,2021-09-28,668
Región de Arica Parinacota,2021-10-05,707
Región de Arica Parinacota,2021-10-12,789
Región de Arica Parinacota,2021-10-19,860
Región de Arica Parinacota,2021-10-26,853
Región de Arica Parinacota,2021-11-02,957
Región de Arica Parinacota,2021-11-09,960
Región de Arica Parinacota,2021-11-16,878
Región de Arica Parinacota,2021-11-23,937
Región de Arica Parinacota,2021-11-30,803
Región de Arica Parinacota,2021-12-07,734
Región de Arica Parinacota,2021-12-14,721
Región de Arica Parinacota,2021-12-21,650
Región de Arica Parinacota,2021-12-28,777
Región de Arica Parinacota,2022-01-04,1370
Región de Arica Parinacota,2022-01-11,1058
Región de Arica Parinacota,2022-01-18,1180
Región de Arica Parinacota,2022-01-25,970
Región de Arica Parinacota,2022-02-01,820
Región de Arica Parinacota,2022-02-08,546
Región de Arica Parinacota,2022-02-15,440
Región de Arica Parinacota,2022-02-22,330
Región de Arica Parinacota,2022-03-01,343
Región de Arica Parinacota,2022-03-08,581
Región de Arica Parinacota,2022-03-15,1201
Región de Arica Parinacota,2022-03-22,1289
Región de Arica Parinacota,2022-03-29,1081
Región de Arica Parinacota,2022-04-05,967
Región de Arica Parinacota,2022-04-12,1168
Región de Arica Parinacota,2022-04-19,1310
Región de Arica Parinacota,2022-04-26,1230
Región de Arica Parinacota,2022-05-03,1183
Región de Arica Parinacota,2022-05-10,1289
Región de Arica Parinacota,2022-05-17,1463
Región de Arica Parinacota,2022-05-24,1447
Región de Arica Parinacota,2022-05-31,1498
Región de Arica Parinacota,2022-06-07,1679
Región de Arica Parinacota,2022-06-14,1618
Región de Arica Parinacota,2022-06-21,1604
Región de Arica Parinacota,2022-06-28,1579
Región de Arica Parinacota,2022-07-05,1233
Región de Arica Parinacota,2022-07-12,1028
Región de Arica Parinacota,2022-07-19,1067
Región de Arica Parinacota,2022-07-26,1214
Región de Arica Parinacota,2022-08-02,1573
Región de Arica Parinacota,2022-08-09,1883
Región de Arica Parinacota,2022-08-16,1784
Región de Arica Parinacota,2022-08-23,1464
Región de Arica Parinacota,2022-08-30,1258
Región de Arica Parinacota,2022-09-06,1248
Región de Arica Parinacota,2022-09-13,937
Región de Arica Parinacota,2022-09-20,1212
Región de Arica Parinacota,2022-09-27,1157
Región de Arica Parinacota,2022-10-04,1222
Región de Arica Parinacota,2022-10-11,1531
Región de Arica Parinacota,2022-10-18,1692
Región de Arica Parinacota,2022-10-25,1774
Región de Arica Parinacota,2022-11-01,2194
Región de Arica Parinacota,2022-11-08,2219
Región de Arica Parinacota,2022-11-15,2186
Región de Arica Parinacota,2022-11-22,1981
Región de Arica Parinacota,2022-11-29,1743
Región de Arica Parinacota,2022-12-06,1356
Región de Arica Parinacota,2022-12-13,1114
Región de Arica Parinacota,2022-12-20,1058
Región de Arica Parinacota,2022-12-27,851
Región de Arica Parinacota,2023-01-03,848
Región de Arica Parinacota,2023-01-10,550
Región de Arica Parinacota,2023-01-17,477
Región de Arica Parinacota,2023-01-24,446
Región de Arica Parinacota,2023-01-31,342
Región de Arica Parinacota,2023-02-07,409
Región de Arica Parinacota,2023-02-14,499
Región de Arica Parinacota,2023-02-21,539
Región de Arica Parinacota,2023-02-28,575
Región de Arica Parinacota,2023-03-07,812
Región de Arica Parinacota,2023-03-14,1447
Región de Arica Parinacota,2023-03-21,1490
Región de Arica Parinacota,2023-03-28,1618
Región de Arica Parinacota,2023-04-04,1649
Región de Arica Parinacota,2023-04-11,1874
Región de Arica Parinacota,2023-04-18,2030
Región de Arica Parinacota,2023-04-25,2157
Región de Arica Parinacota,2023-05-02,2198
Región de Arica Parinacota,2023-05-09,1773
Región de Arica Parinacota,2023-05-16,1840
Región de Arica Parinacota,2023-05-23,1740
Región de Arica Parinacota,2023-05-30,1618
Región de Arica Parinacota,2023-06-06,1552
Región de Arica Parinacota,2023-06-13,1413
Región de Arica Parinacota,2023-06-20,1306
Región de Arica Parinacota,2023-06-27,1157
Región de Arica Parinacota,2023-07-04,926
Región de Arica Parinacota,2023-07-11,935
Región de Arica Parinacota,2023-07-18,1029
Región de Arica Parinacota,2023-07-25,1075
Región de Arica Parinacota,2023-08-01,1233
Región de Arica Parinacota,2023-08-08,1382
Región de Arica Parinacota,2023-08-15,1423
Región de Arica Parinacota,2023-08-22,1370
Región de Arica Parinacota,2023-08-29,1277
Región de Arica Parinacota,2023-09-05,1473
Región de Arica Parinacota,2023-09-12,1339
Región de Arica Parinacota,2023-09-19,1463
Región de Arica Parinacota,2023-09-26,1296
Región de Arica Parinacota,2023-10-03,1385
Región de Arica Parinacota,2023-10-10,1438
Región de Arica Parinacota,2023-10-17,1427
Región de Arica Parinacota,2023-10-24,1330
Región de Arica Parinacota,2023-10-31,1355
Región de Arica Parinacota,2023-11-07,1386
Región de Arica Parinacota,2023-11-14,1269
Región de Arica Parinacota,2023-11-21,1241
Región de Arica Parinacota,2023-11-28,1111
Región de Arica Parinacota,2023-12-05,1097
Región de Arica Parinacota,2023-12-12,906
Región de Arica Parinacota,2023-12-19,744
Región de Arica Parinacota,2023-12-26,827
Región de Arica Parinacota,2024-01-02,655
Región de Arica Parinacota,2024-01-09,631
Región de Arica Parinacota,2024-01-16,577
Región de Arica Parinacota,2024-01-23,533
Región de Arica Parinacota,2024-01-30,648
Región de Arica Parinacota,2024-02-06,641
Región de Arica Parinacota,2024-02-13,609
Región de Arica Parinacota,2024-02-20,582
Región de Arica Parinacota,2024-02-27,451
Región de Arica Parinacota,2024-03-05,547
Región de Arica Parinacota,2024-03-12,990
Región de Arica Parinacota,2024-03-19,1275
Región de Arica Parinacota,2024-03-26,1135
Región de Arica Parinacota,2024-04-02,1218
Región de Arica Parinacota,2024-04-09,1333
Región de Arica Parinacota,2024-04-16,1334
Región de Arica Parinacota,2024-04-23,1437
Región de Arica Parinacota,2024-04-30,1603
Región de Arica Parinacota,2024-05-07,1677
Región de Arica Parinacota,2024-05-14,1936
Región de Arica Parinacota,2024-05-21,1957
Región de Arica Parinacota,2024-05-28,1712
Región de Arica Parinacota,2024-06-04,1665
Región de Arica Parinacota,2024-06-11,1564
Región de Arica Parinacota,2024-06-18,1580
Región de Arica Parinacota,2024-06-25,1490
Región de Arica Parinacota,2024-07-02,1214
Región de Arica Parinacota,2024-07-09,1144
Región de Arica Parinacota,2024-07-16,967
Región de Arica Parinacota,2024-07-23,1009
Región de Arica Parinacota,2024-07-30,1267
Región de Arica Parinacota,2024-08-06,1611
Región de Arica Parinacota,2024-08-13,1731
Región de Arica Parinacota,2024-08-20,1697
Región de Arica Parinacota,2024-08-27,1583
Región de Arica Parinacota,2024-09-03,1622
Región de Arica Parinacota,2024-09-10,1478
Región de Arica Parinacota,2024-09-17,1416
Región de Arica Parinacota,2024-09-24,1375
Región de Arica Parinacota,2024-10-01,1294
Región de Arica Parinacota,2024-10-08,1331
Región de Arica Parinacota,2024-10-15,1418
Región de Arica Parinacota,2024-10-22,1345
Región de Arica Parinacota,2024-10-29,1177
Región de Arica Parinacota,2024-11-05,1051
Región de Arica Parinacota,2024-11-12,1019
Región de Arica Parinacota,2024-11-19,1026
Región de Arica Parinacota,2024-11-26,1026
Región de Arica Parinacota,2024-12-03,955
Región de Arica Parinacota,2024-12-10,905
Región de Arica Parinacota,2024-12-17,837
Región de Arica Parinacota,2024-12-24,709
Región de Arica Parinacota,2024-12-31,661
Región de Arica Parinacota,2025-01-07,619
Región de Arica Parinacota,2025-01-14,563
Región de Arica Parinacota,2025-01-21,536
Región de Arica Parinacota,2025-01-28,478
Región de Arica Parinacota,2025-02-04,449
Región de Arica Parinacota,2025-02-11,488
Región de Arica Parinacota,2025-02-18,628
Región de Arica Parinacota,2025-02-25,570
Región de Arica Parinacota,2025-03-04,641
Región de Arica Parinacota,2025-03-11,901
Región de Arica Parinacota,2025-03-18,1282
Región de Arica Parinacota,2025-03-25,1185
Región de Arica Parinacota,2025-04-01,1246
Región de Arica Parinacota,2025-04-08,1436
Región de Arica Parinacota,2025-04-15,1807
Región de Arica Parinacota,2025-04-22,1973
Región de Arica Parinacota,2025-04-29,1828
Región de Arica Parinacota,2025-05-06,1683
Región de Arica Parinacota,2025-05-13,1627
Región de Arica Parinacota,2025-05-20,1392
Región de Arica Parinacota,2025-05-27,1387
Región de Arica Parinacota,2025-06-03,1481
Región de Arica Parinacota,2025-06-10,1692
Región de Arica Parinacota,2025-06-17,1592
Región de Arica Parinacota,2025-06-24,1353
Región de Arica Parinacota,2025-07-01,1123
Región de Arica Parinacota,2025-07-08,886
Región de Arica Parinacota,2025-07-15,819
Región de Arica Parinacota,2025-07-22,936
Región de Arica Parinacota,2025-07-29,871
Región de Arica Parinacota,2025-08-05,1045
Región de Arica Parinacota,2025-08-12,1266
Región de Arica Parinacota,2025-08-19,1222
Región de Arica Parinacota,2025-08-26,1251
Región de Arica Parinacota,2025-09-02,1339
Región de Arica Parinacota,2025-09-09,1280
Región de Arica Parinacota,2025-09-16,1147
Región de Arica Parinacota,2025-09-23,1217
Región de Arica Parinacota,2025-09-30,1201
Región de Arica Parinacota,2025-10-07,1374
Región de Arica Parinacota,2025-10-14,1424
Región de Arica Parinacota,2025-10-21,1364
Región de Arica Parinacota,2025-10-28,1189
Región de Arica Parinacota,2025-11-04,1214
Región de Arica Parinacota,2025-11-11,1249
Región de Arica Parinacota,2025-11-18,1089
Región de Arica Parinacota,2025-11-25,969
Región de Arica Parinacota,2025-12-02,938
Región de Arica Parinacota,2025-12-09,933
Región de Arica Parinacota,2025-12-16,890
Región de Arica Parinacota,2025-12-23,754
Región de Arica Parinacota,2025-12-30,201
Región de Atacama,2020-12-29,183
Región de Atacama,2021-01-05,329
Región de Atacama,2021-01-12,328
Región de Atacama,2021-01-19,327
Región de Atacama,2021-01-26,238
Región de Atacama,2021-02-02,238
Región de Atacama,2021-02-09,207
Región de Atacama,2021-02-16,172
Región de Atacama,2021-02-23,215
Región de Atacama,2021-03-02,225
Región de Atacama,2021-03-09,276
Región de Atacama,2021-03-16,264
Región de Atacama,2021-03-23,273
Región de Atacama,2021-03-30,273
Región de Atacama,2021-04-06,309
Región de Atacama,2021-04-13,274
Región de Atacama,2021-04-20,260
Región de Atacama,2021-04-27,235
Región de Atacama,2021-05-04,264
Región de Atacama,2021-05-11,290
Región de Atacama,2021-05-18,392
Región de Atacama,2021-05-25,433
Región de Atacama,2021-06-01,473
Región de Atacama,2021-06-08,539
Región de Atacama,2021-06-15,456
Región de Atacama,2021-06-22,585
Región de Atacama,2021-06-29,668
Región de Atacama,2021-07-06,589
Región de Atacama,2021-07-13,601
Región de Atacama,2021-07-20,543
Región de Atacama,2021-07-27,672
Región de Atacama,2021-08-03,607
Región de Atacama,2021-08-10,677
Región de Atacama,2021-08-17,787
Región de Atacama,2021-08-24,650
Región de Atacama,2021-08-31,630
Región de Atacama,2021-09-07,570
Región de Atacama,2021-09-14,588
Región de Atacama,2021-09-21,680
Región de Atacama,2021-09-28,593
Región de Atacama,2021-10-05,594
Región de Atacama,2021-10-12,755
Región de Atacama,2021-10-19,763
Región de Atacama,2021-10-26,747
Región de Atacama,2021-11-02,955
Región de Atacama,2021-11-09,920
Región de Atacama,2021-11-16,930
Región de Atacama,2021-11-23,859
Región de Atacama,2021-11-30,872
Región de Atacama,2021-12-07,826
Región de Atacama,2021-12-14,765
Región de Atacama,2021-12-21,757
Región de Atacama,2021-12-28,830
Región de Atacama,2022-01-04,964
Región de Atacama,2022-01-11,1120
Región de Atacama,2022-01-18,1292
Región de Atacama,2022-01-25,1226
Región de Atacama,2022-02-01,1276
Región de Atacama,2022-02-08,1173
Región de Atacama,2022-02-15,879
Región de Atacama,2022-02-22,688
Región de Atacama,2022-03-01,596
Región de Atacama,2022-03-08,859
Región de Atacama,2022-03-15,1378
Región de Atacama,2022-03-22,1811
Región de Atacama,2022-03-29,1780
Región de Atacama,2022-04-05,1551
Región de Atacama,2022-04-12,1393
Región de Atacama,2022-04-19,1842
Región de Atacama,2022-04-26,2007
Región de Atacama,2022-05-03,2195
Región de Atacama,2022-05-10,2510
Región de Atacama,2022-05-17,2483
Región de Atacama,2022-05-24,2518
Región de Atacama,2022-05-31,2535
Región de Atacama,2022-06-07,2759
Región de Atacama,2022-06-14,2641
Región de Atacama,2022-06-21,2569
Región de Atacama,2022-06-28,2343
Región de Atacama,2022-07-05,2067
Región de Atacama,2022-07-12,1601
Región de Atacama,2022-07-19,1487
Región de Atacama,2022-07-26,1628
Región de Atacama,2022-08-02,1750
Región de Atacama,2022-08-09,2064
Región de Atacama,2022-08-16,2337
Región de Atacama,2022-08-23,2302
Región de Atacama,2022-08-30,2170
Región de Atacama,2022-09-06,2052
Región de Atacama,2022-09-13,1506
Región de Atacama,2022-09-20,1977
Región de Atacama,2022-09-27,1814
Región de Atacama,2022-10-04,1888
Región de Atacama,2022-10-11,2285
Región de Atacama,2022-10-18,2439
Región de Atacama,2022-10-25,2520
Región de Atacama,2022-11-01,3132
Región de Atacama,2022-11-08,3225
Región de Atacama,2022-11-15,2980
Región de Atacama,2022-11-22,2867
Región de Atacama,2022-11-29,2598
Región de Atacama,2022-12-06,2167
Región de Atacama,2022-12-13,1954
Región de Atacama,2022-12-20,1960
Región de Atacama,2022-12-27,1600
Región de Atacama,2023-01-03,1663
Región de Atacama,2023-01-10,1307
Región de Atacama,2023-01-17,1030
Región de Atacama,2023-01-24,879
Región de Atacama,2023-01-31,888
Región de Atacama,2023-02-07,830
Región de Atacama,2023-02-14,970
Región de Atacama,2023-02-21,1010
Región de Atacama,2023-02-28,1067
Región de Atacama,2023-03-07,2010
Región de Atacama,2023-03-14,3386
Región de Atacama,2023-03-21,2878
Región de Atacama,2023-03-28,2229
Región de Atacama,2023-04-04,2047
Región de Atacama,2023-04-11,2582
Región de Atacama,2023-04-18,2990
Región de Atacama,2023-04-25,3251
Región de Atacama,2023-05-02,4086
Región de Atacama,2023-05-09,4285
Región de Atacama,2023-05-16,4890
Región de Atacama,2023-05-23,4879
Región de Atacama,2023-05-30,4152
Región de Atacama,2023-06-06,3760
Región de Atacama,2023-06-13,3416
Región de Atacama,2023-06-20,2813
Región de Atacama,2023-06-27,2152
Región de Atacama,2023-07-04,1892
Región de Atacama,2023-07-11,1766
Región de Atacama,2023-07-18,1914
Región de Atacama,2023-07-25,2111
Región de Atacama,2023-08-01,2463
Región de Atacama,2023-08-08,2751
Región de Atacama,2023-08-15,2999
Región de Atacama,2023-08-22,2768
Región de Atacama,2023-08-29,2517
Región de Atacama,2023-09-05,2704
Región de Atacama,2023-09-12,2298
Región de Atacama,2023-09-19,2716
Región de Atacama,2023-09-26,2512
Región de Atacama,2023-10-03,2285
Región de Atacama,2023-10-10,2584
Región de Atacama,2023-10-17,2398
Región de Atacama,2023-10-24,2413
Región de Atacama,2023-10-31,2200
Región de Atacama,2023-11-07,2254
Región de Atacama,2023-11-14,2113
Región de Atacama,2023-11-21,2083
Región de Atacama,2023-11-28,2011
Región de Atacama,2023-12-05,1913
Región de Atacama,2023-12-12,1684
Región de Atacama,2023-12-19,1469
Región de Atacama,2023-12-26,1419
Región de Atacama,2024-01-02,1423
Región de Atacama,2024-01-09,1322
Región de Atacama,2024-01-16,1128
Región de Atacama,2024-01-23,1211
Región de Atacama,2024-01-30,1195
Región de Atacama,2024-02-06,1320
Región de Atacama,2024-02-13,1360
Región de Atacama,2024-02-20,1387
Región de Atacama,2024-02-27,1340
Región de Atacama,2024-03-05,1454
Región de Atacama,2024-03-12,2315
Región de Atacama,2024-03-19,2801
Región de Atacama,2024-03-26,2309
Región de Atacama,2024-04-02,2347
Región de Atacama,2024-04-09,2157
Región de Atacama,2024-04-16,2729
Región de Atacama,2024-04-23,3023
Región de Atacama,2024-04-30,3734
Región de Atacama,2024-05-07,4480
Región de Atacama,2024-05-14,4301
Región de Atacama,2024-05-21,3998
Región de Atacama,2024-05-28,3095
Región de Atacama,2024-06-04,2524
Región de Atacama,2024-06-11,2154
Región de Atacama,2024-06-18,1890
Región de Atacama,2024-06-25,1563
Región de Atacama,2024-07-02,1560
Región de Atacama,2024-07-09,1527
Región de Atacama,2024-07-16,2286
Región de Atacama,2024-07-23,2727
Región de Atacama,2024-07-30,2786
Región de Atacama,2024-08-06,3062
Región de Atacama,2024-08-13,2963
Región de Atacama,2024-08-20,3164
Región de Atacama,2024-08-27,2931
Región de Atacama,2024-09-03,2834
